seed,domain,exact_local_utility,hungarian_utility,percent_of_exact_local,selected_ues,allowed_ues,demand_copies,physical_slots,fully_selected_before_repair,partially_selected_before_repair,repair_drops,refills,swap_used
30,3,77.28813188106929,77.28813188106929,100.0,5,12,48,20,5,1,0,0,True
30,4,77.83984324103508,77.83984324103508,100.0,4,10,44,20,4,0,1,1,True
30,5,81.41714681736197,81.41714681736197,100.0,6,10,38,20,6,0,0,0,False
30,6,79.6336338654628,74.42175208755427,93.45517525080702,5,12,48,20,5,1,0,0,True
30,7,82.2446118871027,81.28314607097602,98.83096801837122,4,12,56,20,4,1,1,1,False
30,8,71.60920647984598,71.58521636740511,99.96649856405318,5,12,51,20,5,1,0,0,False
30,9,66.16788304238437,66.16788304238437,100.0,6,10,39,20,5,1,0,1,False
31,0,56.93620420129871,56.93620420129871,100.0,5,10,40,20,5,1,0,0,True
31,1,74.09903364690052,74.09903364690052,100.0,3,12,57,20,4,0,1,0,False
31,2,75.99024798881311,75.06828408663749,98.78673392102715,5,12,50,20,5,1,0,0,True
31,3,77.34512845401602,77.34512845401602,100.0,4,12,56,20,4,1,0,0,False
31,4,82.39839097454069,81.75550843019113,99.21978750222416,6,10,38,20,5,1,0,1,False
31,5,62.81011415277173,62.81011415277173,100.0,4,10,47,20,4,0,1,1,False
31,6,65.76440685301668,65.76440685301668,100.0,5,12,49,20,5,1,0,0,False
31,7,76.61738853299553,76.61738853299553,100.0,5,12,44,20,5,1,0,0,True
31,8,66.88863898150849,66.88863898150849,100.0,5,12,54,20,5,1,1,1,True
31,9,77.4284851245005,77.4284851245005,100.0,5,10,39,20,5,1,0,0,True
32,0,70.83543870896854,70.83543870896854,100.0,5,10,38,20,5,1,0,0,False
32,1,81.52974383585662,74.55984281196075,91.451094170088,5,12,51,20,5,0,1,1,True
32,2,80.09273973626202,78.18294150089704,97.61551641053389,5,12,47,20,4,1,0,1,False
32,3,63.55899184646135,63.55899184646135,100.0,4,12,53,20,4,1,0,0,True
32,4,72.00843172079067,72.00843172079067,100.0,5,10,42,20,5,0,0,0,False
32,5,71.65245739469003,71.65245739469003,100.0,5,10,46,20,4,1,0,1,False
32,6,72.25236557917714,72.25236557917714,100.0,4,12,52,20,4,1,0,0,True
32,7,75.33908798451704,74.32761212113289,98.65743548210722,5,12,48,20,4,1,0,1,False
32,8,71.6071110132801,71.6071110132801,100.0,6,12,39,20,6,1,0,0,False
32,9,64.83195608157146,64.83195608157146,100.0,4,10,48,20,4,0,1,1,True
33,0,85.19397862819481,85.19397862819481,100.0,5,10,40,20,5,0,1,1,False
33,1,74.29627327851965,74.29627327851965,100.0,7,12,44,20,5,1,0,2,False
33,2,71.95029318105767,66.58707650376508,92.54594187156896,5,12,41,20,5,1,0,0,True
33,3,90.89404301016286,84.84986055508091,93.35029859502876,6,12,48,20,5,0,1,2,False
33,4,72.69947871379338,70.41336668998716,96.85539420054675,5,10,38,20,5,1,0,0,False
33,5,74.44644250898345,74.44644250898345,100.0,6,10,34,20,6,0,0,0,False
33,6,84.47078436625074,84.47078436625074,100.0,5,12,52,20,4,1,1,2,False
33,7,72.98340437674786,71.75781947851335,98.32073481814044,7,12,43,20,7,1,0,0,False
33,8,74.01338620110815,69.11042046395838,93.37556894934181,5,12,41,20,5,1,0,0,True
33,9,71.0376492850885,64.4985492129348,90.79488111168915,6,10,32,20,7,0,1,0,False
34,0,78.77177659662365,78.77177659662365,100.0,6,10,33,20,6,0,0,0,False
34,1,67.42462780221393,67.42462780221393,100.0,5,12,49,20,4,1,1,2,True
34,2,77.67011983623132,77.67011983623132,100.0,5,12,43,20,5,1,0,0,True
34,3,66.60460445255913,63.11884566042407,94.76648976330475,6,12,48,20,5,1,0,1,False
34,4,89.35943360089627,89.35943360089627,100.0,4,10,46,20,4,1,0,0,False
34,5,82.0680743856971,82.0680743856971,100.00000000000001,5,10,40,20,5,0,0,0,False
34,6,77.78522048808898,77.78522048808898,100.0,4,12,52,20,4,1,0,0,False
34,7,69.18269314488978,67.42829119107542,97.46410283545899,4,12,53,20,4,1,0,0,False
34,8,73.45968273317722,73.0585766318389,99.45397790132688,4,12,52,20,4,1,0,0,False
34,9,81.13689739974598,81.13689739974598,100.0,4,10,49,20,4,1,0,0,True
35,0,81.15231418742546,81.15231418742546,100.0,5,10,42,20,5,1,0,0,False
35,1,69.40423610204118,68.86532287086398,99.22351536239823,6,12,43,20,5,1,0,1,False
35,2,79.59328714323172,79.59328714323172,100.0,6,12,49,20,5,1,0,1,False
35,3,70.13862452114684,64.22030149687173,91.56196309140518,5,12,52,20,6,0,1,0,True
35,4,74.96802313757154,74.96802313757154,100.0,6,10,37,20,6,1,0,0,True
35,5,73.98085056362949,73.98085056362949,100.0,5,10,46,20,5,1,0,0,True
35,6,77.1519195840016,68.13561544370143,88.31357121259518,6,12,47,20,5,1,0,1,True
35,7,70.50404202770986,70.50404202770986,100.0,6,12,44,20,6,1,0,0,True
35,8,59.66438413176321,53.73967416724394,90.0699386229562,5,12,47,20,6,1,1,0,True
35,9,69.5035821058901,69.5035821058901,100.0,6,10,39,20,5,1,0,1,False
36,0,66.95301143197902,65.8105268719676,98.29360243015785,6,10,37,20,6,1,0,0,False
36,1,61.14237637986945,61.10970085808094,99.94655830583768,5,12,44,20,5,1,0,0,True
36,2,86.2588356508925,86.2588356508925,100.0,5,12,48,20,5,1,0,0,False
36,3,67.74470837887927,67.74470837887927,100.0,5,12,49,20,5,0,0,0,False
36,4,74.65880908904907,74.65880908904907,100.0,5,10,38,20,5,0,0,0,False
36,5,76.84483930794946,76.84483930794946,100.0,5,10,47,20,5,1,0,0,False
36,6,63.58845190048177,63.58845190048177,100.0,6,12,56,20,5,1,0,1,False
36,7,89.24084193879523,87.9201513323841,98.52008275838892,6,12,49,20,5,1,0,1,False
36,8,74.16886818752468,74.11399933885276,99.92602172580929,4,12,49,20,4,1,0,0,False
36,9,83.79863167257437,83.79863167257437,100.0,4,10,51,20,3,1,0,1,False
37,0,64.19897256648488,59.4680151909749,92.63078958061116,7,10,30,20,7,0,1,1,False
37,1,69.24376554482045,69.24376554482045,100.0,5,12,52,20,3,1,0,2,False
37,2,64.72216245205097,61.63839655361937,95.23537876115282,5,12,52,20,4,1,0,1,False
37,3,71.72543400586207,66.70875372088294,93.00571637591051,5,12,56,20,5,1,0,0,True
37,4,73.29914183332895,71.23198388174963,97.17983335155586,5,10,42,20,5,1,0,0,True
37,5,61.700115476913176,60.052274911873795,97.32927474721507,6,10,37,20,6,1,0,0,False
37,6,88.73483011340511,88.73483011340511,100.0,5,12,48,20,4,1,0,1,False
37,7,79.18014389070433,78.80794593667018,99.52993523913278,6,12,46,20,5,1,0,1,False
37,8,69.11785837465129,69.11785837465129,100.0,5,12,55,20,4,0,1,2,False
37,9,79.58046554859388,79.58046554859388,100.0,5,10,43,20,4,1,0,1,False
38,0,63.5999772775595,63.5999772775595,100.0,6,10,38,20,6,0,0,0,False
38,1,74.21602188590305,73.54595859247515,99.09714469140096,4,12,50,20,4,1,0,0,True
38,2,74.23252114049235,74.23252114049235,100.0,5,12,51,20,5,0,1,1,False
38,3,78.04952715239453,76.88197518136735,98.50408834796976,5,12,50,20,4,1,1,2,False
38,4,69.71011211040386,69.71011211040386,100.0,5,10,44,20,4,1,0,1,False
38,5,66.97068681423974,66.97068681423974,100.0,5,10,41,20,5,1,0,0,False
38,6,78.54966966887727,78.54966966887727,100.0,3,12,48,20,3,1,0,0,False
38,7,68.41909312589064,68.41909312589064,100.0,6,12,44,20,6,0,0,0,False
38,8,72.34965820893488,72.34965820893488,100.0,6,12,46,20,6,0,0,0,False
38,9,74.15296819457805,67.92332678615732,91.59893182957411,6,10,34,20,6,1,0,0,False
39,0,66.57556929097132,66.57556929097132,100.0,7,10,34,20,6,1,0,1,False
39,1,63.09218126709596,63.09218126709596,100.0,4,12,49,20,5,0,1,0,True
39,2,78.85246561833006,78.85246561833006,100.0,6,12,51,20,4,1,0,2,False
39,3,80.4156334966619,80.4156334966619,100.0,6,12,46,20,4,1,0,2,True
39,4,75.34885477696757,73.77820290905713,97.91549337735846,6,10,35,20,6,1,0,0,True
39,5,59.31220939149541,59.105977607653905,99.65229455122764,7,10,34,20,6,1,0,1,False
39,6,72.56334010310289,66.18503539104759,91.21001775415442,5,12,53,20,4,1,1,2,False
39,7,73.70381630085801,73.70381630085801,100.0,5,12,52,20,4,1,0,1,False
39,8,72.4976842385858,72.4976842385858,100.0,5,12,43,20,4,1,0,1,False
39,9,76.48956403031286,76.48956403031286,100.0,4,10,43,20,3,1,0,1,False
40,0,64.48535026957356,64.48535026957356,100.0,4,10,47,20,4,1,1,1,False
40,1,68.42071517111367,68.42071517111367,100.0,6,12,45,20,5,1,0,1,False
40,2,80.89442387521262,80.89442387521262,100.0,4,12,50,20,4,1,0,0,False
40,3,76.52526190770314,76.52526190770314,100.0,7,12,41,20,7,0,0,0,False
40,4,58.9010036680356,58.9010036680356,100.0,5,10,40,20,4,1,0,1,False
40,5,68.64303286593778,68.64303286593778,100.0,6,10,39,20,5,1,0,1,True
40,6,75.61988511877985,75.61988511877985,100.0,5,12,47,20,5,1,0,0,True
40,7,83.4288940959105,83.4288940959105,100.0,6,12,42,20,6,0,1,1,False
40,8,74.43593152368786,74.43593152368786,100.0,5,12,54,20,4,1,1,2,False
40,9,63.50503850581194,63.50503850581194,100.0,6,10,38,20,5,1,2,3,False
41,0,71.0758847866515,70.82779728573699,99.65095404487866,5,10,39,20,4,1,0,1,True
41,1,77.93267907970996,77.93267907970996,100.0,4,12,52,20,4,1,0,0,False
41,2,75.03997929897008,72.75683230245552,96.95742587105711,4,12,53,20,4,1,0,0,True
41,3,83.96532116095453,83.96532116095453,100.0,6,12,50,20,6,0,0,0,False
41,4,74.200387310351,74.200387310351,100.0,5,10,40,20,4,1,0,1,False
41,5,62.090978437091685,60.499913861468585,97.43752697143417,6,10,34,20,6,1,0,0,False
41,6,81.19091155762192,75.11239725021382,92.51330698129418,5,12,44,20,5,1,0,0,False
41,7,73.65478934182164,73.65478934182164,100.0,5,12,56,20,4,1,0,1,False
41,8,66.90012241289848,66.90012241289848,100.0,5,12,50,20,4,1,1,2,False
41,9,80.29535645870436,80.29535645870436,100.0,5,10,45,20,4,1,0,1,False
42,0,75.79324102232762,75.79324102232762,100.0,5,10,39,20,4,1,0,1,True
42,1,69.5597369085673,69.5597369085673,100.0,6,12,43,20,6,1,0,0,True
42,2,75.58637162878816,70.91127503200072,93.81489480703308,5,12,52,20,5,0,1,1,True
42,3,82.12763940666063,82.12763940666063,100.0,5,12,54,20,5,1,0,0,False
42,4,71.6298415065109,70.6286727937317,98.6023022085171,6,10,36,20,5,1,0,1,False
42,5,70.49471438541966,70.49471438541966,100.0,6,10,43,20,6,0,0,0,False
42,6,82.72370279118344,82.72370279118344,100.0,5,12,37,20,5,1,0,0,False
42,7,76.17125709960861,76.17125709960861,100.0,4,12,52,20,4,1,0,0,False
42,8,75.65985167508009,67.30334691712248,88.95516634919603,6,12,45,20,6,0,1,1,False
42,9,74.3729207924371,74.3729207924371,100.0,5,10,38,20,5,0,0,0,False
43,0,77.29268264375884,77.29268264375884,100.0,3,10,52,20,3,1,0,0,False
43,1,73.69889673170884,73.69889673170884,100.0,5,12,53,20,4,1,1,2,False
43,2,67.68931017022511,64.9793644611307,95.99649383000146,6,12,45,20,5,0,1,2,False
43,3,67.56927424607109,59.02863626619332,87.36017505712017,6,12,38,20,6,0,1,1,True
43,4,77.22381729966595,77.22381729966595,100.0,5,10,36,20,5,0,0,0,False
43,5,81.82852588970586,81.82852588970586,100.0,5,10,41,20,5,0,1,1,True
43,6,71.9440128910758,71.9440128910758,100.0,4,12,53,20,4,1,0,0,False
43,7,84.31376834262417,84.31376834262417,100.0,4,12,53,20,3,1,0,1,False
43,8,59.966972301974764,58.53598050539802,97.61370010583373,5,12,55,20,5,0,1,1,True
43,9,74.39492914750554,74.39492914750554,100.0,5,10,45,20,4,1,0,1,True
44,0,60.90633937863858,60.90633937863858,100.0,5,10,48,20,5,0,0,0,False
44,1,82.38289517647773,82.38289517647773,99.99999999999999,5,12,49,20,5,1,0,0,False
44,2,86.52194954336365,82.18624272920091,94.98889375812118,6,12,43,20,5,1,0,1,False
44,3,71.48911816852879,68.85150721521106,96.31047210975548,5,12,47,20,4,1,0,1,False
44,4,64.55986301952233,59.975111298845015,92.89844880976447,6,10,36,20,6,1,1,1,False
44,5,65.26448078770751,65.26448078770751,100.0,5,10,45,20,4,1,0,1,False
44,6,70.37266110834845,70.37266110834845,100.0,5,12,38,20,5,1,0,0,False
44,7,75.15156897230811,72.42113491266423,96.36676373230479,5,12,44,20,5,0,1,1,True
44,8,64.55413705351926,64.20481124690404,99.45886379624966,4,12,56,20,4,1,0,0,False
44,9,61.25547618257483,61.25547618257483,100.0,5,10,40,20,5,1,0,0,True
45,0,75.21601154733953,74.60104658905264,99.18240153175385,6,10,40,20,6,1,0,0,False
45,1,65.29729992225772,65.29729992225772,100.0,4,12,56,20,4,1,0,0,True
45,2,82.26815411495271,82.26815411495271,100.0,4,12,59,20,3,1,0,1,True
45,3,60.75648846794518,60.75648846794518,100.0,5,12,47,20,4,1,0,1,False
45,4,75.04806409805704,75.04806409805704,100.0,5,10,43,20,5,0,0,0,False
45,5,59.900036515031225,59.900036515031225,100.0,6,10,37,20,6,1,0,0,False
45,6,76.50661122782198,74.76339725253031,97.72148583329523,6,12,40,20,6,1,0,0,True
45,7,88.5103658495935,88.5103658495935,99.99999999999999,5,12,48,20,5,0,0,0,False
45,8,78.54458533561733,77.07816297321537,98.13300642413986,6,12,45,20,5,1,0,1,True
45,9,78.26934504608005,76.35406836451381,97.55296702631324,6,10,37,20,5,1,0,1,False
46,0,75.00793400445983,74.34742674849595,99.1194168127273,5,10,40,20,4,1,0,1,False
46,1,76.23683003775885,75.42261895605947,98.93199772170995,5,12,47,20,5,0,1,1,False
46,2,73.00656406174883,73.00656406174883,100.0,5,12,49,20,5,0,0,0,False
46,3,77.70575813236916,77.70575813236916,100.0,5,12,46,20,5,1,0,0,True
46,4,73.3238557021668,69.89000774476489,95.3168748089983,6,10,41,20,4,1,1,3,False
46,5,77.22456424585532,77.22456424585532,100.0,6,10,35,20,6,0,1,1,False
46,6,75.53329901570105,70.01363112331278,92.69240458934424,5,12,49,20,5,1,1,1,True
46,7,64.7853698964577,59.588178694315204,91.97783201601098,5,12,41,20,5,1,1,1,True
46,8,72.57219288355576,72.57219288355576,100.0,6,12,45,20,4,1,0,2,False
46,9,69.30753314969823,69.30753314969823,100.0,6,10,32,20,6,0,0,0,False
47,0,71.37188309213093,71.37188309213093,100.0,6,10,36,20,5,1,0,1,False
47,1,74.79080749720075,74.79080749720075,100.0,6,12,44,20,6,0,1,1,True
47,2,68.64074813636309,64.81096336372659,94.4205375427608,6,12,40,20,7,0,1,0,True
47,3,78.67550142866044,78.67550142866044,100.0,5,12,46,20,5,0,2,2,False
47,4,86.62273964683001,84.68415334590209,97.76203533987525,6,10,36,20,5,1,0,1,False
47,5,74.0878311275307,69.63552547096535,93.99050344866838,7,10,37,20,5,1,0,2,False
47,6,76.22669268842765,76.22669268842765,100.0,4,12,56,20,4,1,0,0,False
47,7,74.83352163486407,68.70261830503992,91.80727674458684,6,12,45,20,5,1,0,1,True
47,8,73.71286395998575,73.71286395998575,100.0,5,12,48,20,5,1,0,0,True
47,9,67.58256860794582,65.95757304087702,97.595540387795,5,10,43,20,4,1,0,1,False
48,0,66.62522503433318,66.62522503433318,100.0,4,10,42,20,5,1,1,0,True
48,1,72.11404157872403,70.34075868260543,97.54100192237489,7,12,41,20,6,1,0,1,False
48,2,76.98698952241682,76.98698952241682,100.0,5,12,50,20,4,1,0,1,True
48,3,76.81458043875068,76.81458043875068,100.0,5,12,46,20,4,1,0,1,False
48,4,82.66794541191736,82.66794541191736,100.0,6,10,33,20,6,0,0,0,False
48,5,70.03910394110238,64.3243202572304,91.8405813862529,5,10,39,20,6,0,1,0,True
48,6,60.23181092018421,60.23181092018421,100.0,5,12,52,20,5,0,1,1,False
48,7,78.45533876049137,78.45533876049137,100.0,5,12,51,20,4,1,1,2,False
48,8,66.65430656893878,66.65430656893878,100.0,4,12,49,20,4,1,0,0,False
48,9,71.75246236915034,69.92229472994785,97.44933124415064,5,10,37,20,5,1,0,0,False
49,0,73.17887318780092,73.17887318780092,100.0,5,10,39,20,4,1,0,1,False
49,1,74.01454919764525,74.01454919764525,100.0,5,12,48,20,5,1,0,0,True
49,2,87.30912739273651,87.30912739273651,100.0,5,12,47,20,5,1,0,0,False
49,3,73.26929916251812,72.83851270372638,99.41205052632452,5,12,47,20,4,1,1,2,False
49,4,68.40984398295538,68.40984398295538,100.0,5,10,40,20,4,1,0,1,False
49,5,62.84018784622729,61.523861661332504,97.90527967848236,5,10,36,20,5,1,0,0,True
49,6,66.32639814996895,66.32639814996895,100.0,5,12,50,20,5,1,0,0,True
49,7,68.9534818471881,64.23825450506264,93.1617269849039,5,12,45,20,5,1,0,0,True
49,8,75.45598827162905,69.1302738781961,91.61668339607266,5,12,45,20,5,1,0,0,False
49,9,68.34462113900467,68.34462113900467,100.0,6,10,38,20,5,1,0,1,False
50,0,67.78737723878064,65.78421095906054,97.04492729868579,4,10,36,20,4,1,0,0,False
50,1,81.98119570880185,81.98119570880185,99.99999999999999,4,12,54,20,4,1,0,0,False
50,2,66.65181966131655,66.65181966131655,100.0,5,12,56,20,4,1,0,1,False
50,3,67.56547042299196,67.56547042299196,100.0,5,12,45,20,5,0,0,0,False
50,4,79.07826614801758,79.07826614801758,100.0,5,10,43,20,5,0,0,0,False
50,5,64.1589230863232,64.1589230863232,100.0,7,10,34,20,7,0,0,0,False
50,6,80.96795348224174,80.96795348224174,100.0,5,12,47,20,5,0,0,0,False
50,7,79.1653036800016,74.69602304683885,94.35449568762058,5,12,51,20,5,1,0,0,True
50,8,73.45018218262071,72.54567856316464,98.76854816070139,6,12,50,20,6,1,0,0,True
50,9,72.49593590312546,72.49593590312546,100.0,5,10,39,20,5,0,0,0,False
51,0,59.71284952404486,57.20451976425419,95.79934674063638,6,10,36,20,6,1,1,1,True
51,1,81.2929729989276,77.62101082188667,95.48305094329694,6,12,43,20,6,0,1,1,False
51,2,89.66478420564437,89.66478420564437,100.00000000000001,5,12,54,20,4,1,0,1,False
51,3,79.79866416182284,75.34288950696543,94.41622901628831,5,12,51,20,4,1,0,1,False
51,4,82.58335082239303,82.58335082239303,99.99999999999999,5,10,43,20,5,0,0,0,False
51,5,60.17544730141078,60.17544730141078,100.0,6,10,34,20,5,0,1,2,False
51,6,66.28036335478252,59.72968551768263,90.11671405294548,6,12,37,20,6,0,1,1,False
51,7,76.19371262160332,73.83583330827277,96.90541485353212,4,12,51,20,4,1,0,0,True
51,8,76.29903375983527,76.29903375983527,100.0,5,12,48,20,5,1,0,0,False
51,9,60.052330099909966,60.052330099909966,100.0,5,10,42,20,4,1,0,1,False
52,0,77.71621377877052,77.71621377877052,100.0,5,10,46,20,4,1,1,2,False
52,1,58.61668087880152,58.61668087880152,100.0,5,12,47,20,5,0,0,0,False
52,2,66.66999300630623,66.66999300630623,100.0,6,12,44,20,6,1,1,1,False
52,3,69.65249939952945,65.44242175326042,93.9555971679927,5,12,39,20,5,1,0,0,True
52,4,77.14721280078231,77.14721280078231,100.0,5,10,38,20,5,0,0,0,False
52,5,69.18276555619438,67.4520500811062,97.49834303214953,4,10,42,20,5,0,1,0,False
52,6,76.17395148171073,76.17395148171073,100.0,6,12,45,20,6,0,0,0,False
52,7,75.31578884174289,75.23856200310203,99.89746261729645,3,12,50,20,3,1,0,0,False
52,8,71.31644419256256,71.31644419256256,100.0,5,12,46,20,4,1,0,1,False
52,9,60.64771752434871,59.20465677735647,97.62058523239084,3,10,46,20,4,0,1,0,False
53,0,67.31629078814875,65.08663211081121,96.68778738217394,4,10,43,20,4,1,0,0,True
53,1,64.60915692793799,63.08286177405425,97.63764886208608,5,12,41,20,5,1,0,0,False
53,2,67.97444492252788,67.97444492252788,100.0,4,12,55,20,4,1,0,0,False
53,3,71.8490796662877,71.8490796662877,100.0,5,12,55,20,5,1,0,0,True
53,4,85.81491154265491,85.81491154265491,100.00000000000001,5,10,43,20,5,1,0,0,True
53,5,63.7204256137926,63.7204256137926,99.99999999999999,5,10,34,20,5,1,0,0,True
53,6,72.75244779059082,72.75244779059082,100.0,5,12,40,20,4,1,0,1,False
53,7,63.446351134115524,62.70326953033486,98.82880324794422,4,12,55,20,4,0,1,1,True
53,8,70.73710442499748,70.38028920430231,99.49557559134541,6,12,48,20,6,1,0,0,False
53,9,86.2974635880782,81.94779490946443,94.95967958064684,5,10,34,20,5,1,0,0,True
54,0,61.11411368569148,61.11411368569148,100.0,6,10,39,20,6,0,0,0,False
54,1,70.89002892675755,70.89002892675755,100.0,5,12,53,20,4,1,0,1,False
54,2,81.94260186543063,81.94260186543063,99.99999999999999,5,12,51,20,4,1,0,1,False
54,3,71.79291035894498,69.43576101080379,96.71673799494117,6,12,43,20,6,1,0,0,False
54,4,79.94853598543172,79.94853598543172,100.0,4,10,46,20,4,1,0,0,True
54,5,76.52270683590592,71.99215724483102,94.07947029266732,5,10,40,20,5,1,0,0,False
54,6,78.91515040182814,78.91515040182814,100.0,5,12,43,20,5,1,0,0,False
54,7,73.06474402003545,70.65699950327313,96.7046425070591,4,12,48,20,4,1,0,0,True
54,8,83.08698528009585,83.08698528009585,100.0,5,12,50,20,4,1,0,1,False
54,9,70.34809796343069,70.34809796343069,100.0,5,10,39,20,4,1,0,1,False
55,0,70.59890064708907,70.59890064708907,100.0,5,10,38,20,5,0,1,1,False
55,1,75.91610810382268,75.91610810382268,100.0,5,12,44,20,4,1,0,1,False
55,2,78.51974081671855,78.51974081671855,100.0,4,12,53,20,4,1,0,0,False
55,3,76.72553996609776,76.72553996609776,100.0,7,12,45,20,5,1,0,2,False
55,4,75.02532852382855,74.36115625507287,99.11473594075002,6,10,40,20,5,1,0,1,False
55,5,61.74233507938743,61.74233507938743,100.0,6,10,40,20,4,1,0,2,False
55,6,68.53802491399543,66.86813169156882,97.56355216754194,5,12,42,20,5,1,0,0,False
55,7,79.08271445975666,79.08271445975666,100.0,4,12,61,20,3,1,0,1,False
55,8,75.34863473343964,75.34863473343964,100.0,4,12,58,20,4,1,0,0,False
55,9,78.50122748298459,75.97895276593762,96.78696142987869,6,10,35,20,6,1,0,0,False
56,0,69.1799643731996,69.1799643731996,100.0,6,10,38,20,6,1,0,0,True
56,1,74.17131731744905,72.61244072875311,97.8982757148238,6,12,45,20,5,1,0,1,False
56,2,66.81753768381523,66.81753768381523,100.0,4,12,58,20,4,1,1,1,False
56,3,81.97422308617197,81.97422308617197,100.0,5,12,45,20,5,0,0,0,False
56,4,64.9267733059798,60.43638394125493,93.08391725619408,5,10,39,20,5,1,0,0,True
56,5,77.50889057964508,77.50889057964508,100.0,5,10,41,20,4,0,1,2,False
56,6,76.77796790292811,73.83402610515813,96.16564246465592,5,12,51,20,4,1,1,2,False
56,7,68.55568436540234,68.53989493311647,99.97696845647151,5,12,44,20,5,0,1,1,False
56,8,92.5820723701846,92.5820723701846,99.99999999999999,3,12,52,20,3,1,0,0,False
56,9,90.3893949217506,90.3893949217506,100.0,5,10,45,20,4,1,1,2,False
57,0,76.13826158010703,76.13826158010703,100.0,5,10,39,20,3,1,0,2,False
57,1,73.45496013495313,73.45496013495313,100.0,5,12,46,20,5,1,0,0,False
57,2,81.99653246970713,81.99653246970713,99.99999999999999,6,12,47,20,6,0,0,0,False
57,3,71.49299755461492,71.49299755461492,100.0,4,12,54,20,4,0,1,1,False
57,4,70.99629928783078,70.99629928783078,100.0,4,10,47,20,4,1,0,0,True
57,5,76.58095351227921,73.16372335510617,95.53775449319116,6,10,33,20,5,1,0,1,False
57,6,71.8236036661305,65.90650722755723,91.76162690739011,6,12,45,20,6,1,0,0,True
57,7,74.84059609136585,70.18047737337429,93.77327418356948,6,12,37,20,6,1,0,0,False
57,8,73.58477705822588,73.58477705822588,100.0,5,12,45,20,4,1,0,1,True
57,9,71.82681700285664,71.82681700285664,100.0,6,10,39,20,6,0,0,0,False
58,0,66.56628482706523,66.56628482706523,100.0,5,10,39,20,4,0,1,2,False
58,1,77.81976666140653,77.81976666140653,100.0,5,12,48,20,3,1,0,2,True
58,2,71.21056272443377,71.21056272443377,100.0,5,12,54,20,4,1,0,1,True
58,3,63.87087075793296,62.44757804698164,97.77160903857798,6,12,45,20,5,1,0,1,False
58,4,65.82790493059368,64.17080513641935,97.48267881847143,5,10,45,20,4,1,0,1,True
58,5,72.12658574747873,72.12658574747873,100.0,4,10,48,20,4,1,0,0,True
58,6,77.20493853957477,77.20493853957477,100.0,5,12,48,20,5,1,0,0,True
58,7,76.8134170685838,76.8134170685838,100.0,5,12,55,20,4,0,1,2,False
58,8,77.82029515509522,77.82029515509522,100.0,5,12,54,20,5,0,0,0,False
58,9,72.26602603938865,72.26602603938865,100.0,4,10,44,20,3,1,0,1,False
59,0,68.47461143742628,68.47461143742628,100.0,4,10,41,20,5,0,1,0,False
59,1,74.99698015419676,74.99698015419676,100.0,6,12,44,20,5,1,0,1,False
59,2,70.92210603681968,69.35675840049723,97.79286357414458,6,12,46,20,5,1,0,1,False
59,3,79.34961371946045,79.34961371946045,100.0,5,12,49,20,5,0,0,0,False
59,4,81.90100946198375,81.90100946198375,100.0,4,10,44,20,4,1,0,0,False
59,5,71.99174036970584,71.55220406223704,99.38946286725171,6,10,30,20,6,1,0,0,True
59,6,66.03888754756926,66.03888754756926,100.0,5,12,52,20,4,0,1,2,True
59,7,81.44416846478588,81.44416846478588,100.0,5,12,48,20,4,1,0,1,False
59,8,78.54983909672819,68.94754015198954,87.77553327268545,6,12,43,20,6,0,1,1,True
59,9,71.26476478232483,71.26476478232483,100.0,5,10,44,20,4,1,0,1,True
60,0,61.598705092064755,55.457540222714144,90.03036693681776,5,10,40,20,6,0,1,0,True
60,1,75.78357428528189,72.71429494868545,95.94994117717071,6,12,45,20,5,1,0,1,False
60,2,89.0648815733747,86.29196864476448,96.8866371575133,6,12,49,20,5,0,1,2,False
60,3,75.12970969913663,68.45816975546686,91.11997108682233,5,12,46,20,5,1,0,0,False
60,4,70.31946527232881,68.38695792001897,97.25181733844855,6,10,31,20,5,1,0,1,False
60,5,74.83757683942046,70.26063553928735,93.8841668939203,5,10,36,20,6,0,1,0,True
60,6,65.89521174177642,65.89521174177642,100.0,4,12,48,20,3,1,0,1,True
60,7,72.32946042991199,72.32946042991199,100.0,5,12,47,20,4,1,0,1,False
60,8,81.17721854306214,81.17721854306214,100.0,4,12,54,20,3,1,0,1,False
60,9,65.32903837446632,65.32903837446632,100.0,6,10,35,20,6,1,0,0,True
61,0,62.21046384847162,59.96667352215305,96.3932268182667,5,10,39,20,5,1,0,0,False
61,1,76.87917978227816,67.97237739021674,88.41454550206507,6,12,47,20,6,0,1,1,False
61,2,68.64883087423749,65.78461305414574,95.82772527424552,5,12,47,20,5,1,1,1,False
61,3,66.59471167918738,66.59471167918738,100.0,6,12,44,20,5,1,0,1,False
61,4,62.20534611929437,60.97299734318453,98.01890214749952,6,10,39,20,5,0,1,2,False
61,5,65.22539760634395,65.22539760634395,100.0,5,10,47,20,4,1,0,1,False
61,6,78.18648610911038,74.5926001993493,95.40344362739906,5,12,46,20,5,1,0,0,True
61,7,69.14746728847459,68.29946082392084,98.77362613873336,4,12,47,20,5,0,1,0,False
61,8,67.41157398801833,67.41157398801833,100.0,5,12,48,20,4,1,1,2,False
61,9,64.01326767679672,63.274025188673406,98.8451730165444,6,10,36,20,6,1,0,0,False
62,0,71.69416199894123,71.69416199894123,100.0,5,10,41,20,4,0,1,2,False
