seed,domain,exact_local_utility,hungarian_utility,percent_of_exact_local,selected_ues,allowed_ues,demand_copies,physical_slots,fully_selected_before_repair,partially_selected_before_repair,repair_drops,refills,swap_used
93,8,79.10346291300617,75.18175365063298,95.04230394226094,3,12,54,20,4,0,1,0,False
93,9,79.42815175366222,79.42815175366222,100.0,5,10,38,20,5,1,0,0,False
94,0,69.27014311643153,69.27014311643153,100.0,5,10,41,20,5,0,0,0,False
94,1,65.52389314376632,63.164578276761304,96.39930603355874,5,12,46,20,4,1,0,1,True
94,2,78.02624699722799,73.66031617939215,94.40453567119417,4,12,51,20,4,1,0,0,True
94,3,78.58171772323841,78.41132506915473,99.78316501723238,6,12,48,20,5,1,0,1,False
94,4,66.03074412034492,63.70776845582692,96.48197866696121,5,10,36,20,5,0,1,1,True
94,5,65.99689437850158,65.99689437850158,100.0,5,10,46,20,4,1,0,1,False
94,6,68.55535143634847,67.77681843943606,98.86437312244652,5,12,48,20,4,1,1,2,True
94,7,73.1785478711322,73.1785478711322,100.0,4,12,50,20,4,1,0,0,True
94,8,71.59425351306008,71.59425351306008,100.0,5,12,53,20,4,1,0,1,True
94,9,61.17218565730953,61.17218565730953,100.0,4,10,43,20,4,1,0,0,False
95,0,50.99170510215691,50.99170510215691,99.99999999999999,5,10,36,20,5,0,1,1,False
95,1,82.84201201313219,82.84201201313219,100.0,6,12,52,20,4,1,0,2,False
95,2,68.10483483735061,65.66840527972884,96.42253070073438,5,12,51,20,4,1,1,2,True
95,3,77.39652254497234,77.39652254497234,100.0,4,12,50,20,3,1,0,1,False
95,4,61.624607979177306,61.624607979177306,100.0,4,10,39,20,5,0,1,0,False
95,5,56.616522513384986,56.616522513384986,100.0,5,10,35,20,6,0,1,0,False
95,6,71.06722877349617,66.9987095322938,94.27511201517446,6,12,45,20,5,1,0,1,True
95,7,77.8070825271975,76.56288126442033,98.4009151578942,4,12,54,20,5,0,1,0,True
95,8,72.80265215769934,72.80265215769934,100.0,4,12,53,20,4,1,0,0,False
95,9,65.6768620670074,60.23221813670507,91.70995117771098,5,10,37,20,5,1,0,0,False
96,0,58.537916285770336,58.537916285770336,100.0,5,10,42,20,4,1,1,2,True
96,1,61.10902280365221,60.820590595504285,99.5280038938363,5,12,49,20,5,1,0,0,True
96,2,77.85343401532137,77.85343401532137,100.0,6,12,43,20,5,1,0,1,False
96,3,76.30271389551922,76.30271389551922,100.0,5,12,44,20,5,0,0,0,False
96,4,59.23928054947369,59.23928054947369,100.0,3,10,49,20,4,1,1,0,True
96,5,72.09920749595227,67.17659516504696,93.17244599230627,4,10,45,20,4,0,1,1,False
96,6,78.26931875260874,75.54552013385577,96.51996636464632,6,12,42,20,6,1,0,0,False
96,7,65.62543366203145,65.62543366203145,100.0,5,12,46,20,5,0,0,0,False
96,8,73.11825736954337,70.23206109242848,96.0527009519279,5,12,45,20,5,1,0,0,False
96,9,64.95201923947418,64.7816673079831,99.73772650413991,5,10,37,20,5,1,0,0,False
97,0,73.62456279473275,73.62456279473275,100.0,5,10,41,20,5,1,0,0,False
97,1,76.11561450529166,72.97295905255896,95.87120793393291,5,12,48,20,5,1,0,0,True
97,2,70.65727105120386,69.05360309258032,97.73035678456729,5,12,51,20,4,1,1,2,True
97,3,87.61248604038948,87.61248604038948,100.0,5,12,55,20,4,1,0,1,True
97,4,77.98201907413464,77.98201907413464,100.0,5,10,39,20,5,1,0,0,False
97,5,64.66159231132161,64.66159231132161,100.0,6,10,38,20,6,1,0,0,False
97,6,82.19693045296567,77.95214199047321,94.83583092567989,5,12,50,20,5,1,0,0,False
97,7,77.52102206311488,71.7047555623525,92.49717515846606,5,12,51,20,4,1,1,2,True
97,8,73.30195318200299,73.30195318200299,100.0,5,12,55,20,5,1,0,0,False
97,9,61.4384999404685,58.798682029837884,95.70331646575275,6,10,39,20,5,1,0,1,True
98,0,68.48645249083818,68.48645249083818,100.0,7,10,33,20,7,0,1,1,False
98,1,63.99389827370441,62.378261739530664,97.4753272143797,4,12,56,20,4,1,0,0,False
98,2,77.31629114485044,77.31629114485044,100.0,6,12,43,20,6,0,0,0,False
98,3,75.23210475669575,75.23210475669575,100.0,5,12,48,20,5,1,0,0,True
98,4,75.93429583602742,75.93429583602742,100.0,5,10,43,20,4,0,1,2,False
98,5,83.32341761102936,83.32341761102936,100.00000000000001,4,10,43,20,4,1,0,0,True
98,6,69.7403629067387,69.7403629067387,100.0,5,12,48,20,5,0,1,1,True
98,7,69.40799545174761,69.40799545174761,100.0,5,12,52,20,4,1,0,1,False
98,8,65.60367480232225,64.42477378631999,98.2029954578695,5,12,51,20,4,1,1,2,True
98,9,57.21133031219955,53.75811256604373,93.96410164330776,5,10,38,20,5,0,1,1,False
99,0,67.19725111966986,67.19725111966986,100.0,6,10,38,20,6,1,0,0,False
99,1,80.03974625047523,79.71731007715738,99.59715492811681,5,12,41,20,5,1,0,0,False
99,2,77.04387021284231,77.04387021284231,100.0,5,12,50,20,4,1,0,1,False
99,3,79.04173444644736,79.04173444644736,100.0,5,12,50,20,4,1,0,1,True
99,4,82.74949105119325,82.74949105119325,100.00000000000001,5,10,37,20,5,1,0,0,True
99,5,72.02523081303876,70.33135475354875,97.64821849181305,6,10,39,20,5,1,0,1,True
99,6,91.51201241877925,91.51201241877925,100.0,5,12,46,20,4,1,0,1,False
99,7,81.5842146507023,81.5842146507023,100.0,5,12,51,20,4,0,1,2,False
99,8,82.4286428100163,79.86905323176367,96.89478136361892,6,12,43,20,6,1,0,0,False
99,9,62.838856738614965,62.838856738614965,100.0,5,10,38,20,4,1,0,1,False
