seed,method,L_position,centralized_utility,utility,normalized_utility,selected_ues,used_local_reexecutions,total_triggered_local_reexecutions
8,O-RAN negotiation-based ConMit,7.0,654.2082171061822,606.3095566692259,92.67837682491505,49,6,7
8,O-RAN negotiation-based ConMit,8.0,654.2082171061822,624.2229630352131,95.41655801823987,50,7,7
8,O-RAN negotiation-based ConMit,9.0,654.2082171061822,624.2229630352131,95.41655801823987,50,7,7
9,Quantum-classical hybrid,1.0,708.9277390553633,454.4052687317412,64.09754389597312,33,0,0
9,Quantum-classical hybrid,1.5,708.9277390553633,646.9455748293886,91.25691367239133,47,0,0
9,O-RAN fixed-priority ConMit,1.0,708.9277390553633,446.1091022985101,62.92730242054635,32,0,7
9,O-RAN fixed-priority ConMit,1.5,708.9277390553633,586.7869629754148,82.7710541778631,41,0,7
9,O-RAN negotiation-based ConMit,1.0,708.9277390553633,446.1091022985101,62.92730242054635,32,0,7
9,O-RAN negotiation-based ConMit,2.0,708.9277390553633,587.544670333674,82.87793493827304,41,1,7
9,O-RAN negotiation-based ConMit,3.0,708.9277390553633,597.512436518406,84.28396909882287,42,2,7
9,O-RAN negotiation-based ConMit,4.0,708.9277390553633,605.3688064931955,85.39217372137834,43,3,7
9,O-RAN negotiation-based ConMit,5.0,708.9277390553633,622.0197670817347,87.74092658732295,45,4,7
9,O-RAN negotiation-based ConMit,6.0,708.9277390553633,656.0837545228344,92.54592793858752,47,5,7
9,O-RAN negotiation-based ConMit,7.0,708.9277390553633,662.5131406950354,93.45284493703481,48,6,7
9,O-RAN negotiation-based ConMit,8.0,708.9277390553633,678.1032826246758,95.6519607383736,49,7,7
9,O-RAN negotiation-based ConMit,9.0,708.9277390553633,678.1032826246758,95.6519607383736,49,7,7
10,Quantum-classical hybrid,1.0,733.8658821829777,514.0732393056402,70.05002573174049,34,0,0
10,Quantum-classical hybrid,1.5,733.8658821829777,733.8658821829777,100.0,50,0,0
10,O-RAN fixed-priority ConMit,1.0,733.8658821829777,508.39830328136026,69.27673238726737,32,0,5
10,O-RAN fixed-priority ConMit,1.5,733.8658821829777,625.0277595811169,85.16920799232308,40,0,5
10,O-RAN negotiation-based ConMit,1.0,733.8658821829777,508.39830328136026,69.27673238726737,32,0,5
10,O-RAN negotiation-based ConMit,2.0,733.8658821829777,631.1231908765374,85.9997999905897,41,1,5
10,O-RAN negotiation-based ConMit,3.0,733.8658821829777,644.7202410659202,87.85259769102736,42,2,5
10,O-RAN negotiation-based ConMit,4.0,733.8658821829777,667.2444613031646,90.92185336622556,44,3,5
10,O-RAN negotiation-based ConMit,5.0,733.8658821829777,671.6315192749237,91.51965441928844,45,4,5
10,O-RAN negotiation-based ConMit,6.0,733.8658821829777,707.0390727763279,96.34445338610783,47,5,5
10,O-RAN negotiation-based ConMit,7.0,733.8658821829777,707.0390727763279,96.34445338610783,47,5,5
10,O-RAN negotiation-based ConMit,8.0,733.8658821829777,707.0390727763279,96.34445338610783,47,5,5
